本田,ZR-V 致在,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,8913,"[9.99, 16.89]",广汽本田,357,紧凑型SUV,汽油,2023.02,3年或10万公里
深蓝汽车,深蓝G318,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2d9cd38fed2f4b78a84daf07ab567bac~tplv-resize:640:0.png,8908,"[16.59, 30.8]",深蓝汽车,358,中大型SUV,增程式,2024.06,3年或12万公里
东风风行,星海S7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/74e72960fc1e4096822011d7bf0ff0fc~tplv-resize:640:0.png,8855,"[11.98, 18.49]",东风风行,359,中大型车,纯电动,2024.09,8年或16万公里
福特,福特烈马,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/53bcdc9bab0447169c355c2cb02e5e17~tplv-resize:640:0.png,8814,"[29.98, 43.88]",江铃福特,360,中型SUV,汽油,2024.04,3年或10万公里
哈弗,哈弗二代大狗PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,8777,"[13.98, 15.68]",长城汽车,361,中型SUV,插电式混合动力,2024.03,6年或15万公里
凯翼,炫界,https://p3-dcd.byteimg.com/img/motor-mis-img/2666dff05b9d5813ff3dcfff49862beb~tplv-resize:640:0.png,8758,"[6.39, 9.49]",凯翼汽车,362,小型SUV,汽油,2024.11,3年或10万公里
smart,smart精灵#3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,8738,"[16.49, 28.99]",smart,363,紧凑型SUV,纯电动,2024.04,4年或15万公里
阿维塔,阿维塔 11,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/09c572c1883b4893b193f7578f73932e~tplv-resize:640:0.png,8645,"[27.99, 42.99]",阿维塔科技,364,中大型SUV,增程式,2024.12,5年或12万公里
领克,领克09,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/364454f27a1a440e88097db05eabadec~tplv-resize:640:0.png,8627,"[22.58, 23.28]",领克,365,中大型SUV,48V轻混系统,2024.09,5年或10万公里
东风风神,皓极,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ee29584a0d5a40938e8dbbefc9f3c73f~tplv-resize:640:0.png,8585,"[11.99, 14.69]",东风乘用车,366,紧凑型SUV,汽油,2024.11,3年或10万公里
长安,逸动EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d7cb99338fc54329b5902e25b6d44c17~tplv-resize:640:0.png,8585,"[14.99, 14.99]",长安汽车,367,紧凑型车,纯电动,2024.01,1年或12万公里
凌宝汽车,凌宝BOX,https://p9-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,8406,"[3.98, 6.88]",吉麦新能源,368,微型车,纯电动,2024.09,3年或6万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,8400,"[18.98, 19.98]",奇瑞捷豹路虎,369,中型车,汽油,2023.10,3年或10万公里
本田,雅阁 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/972d40e36a9e47bd890f8c3a797bc5e3~tplv-resize:640:0.png,8135,"[18.08, 21.38]",广汽本田,370,中型车,插电式混合动力,2024.01,3年或10万公里
奥迪,奥迪Q2L,https://p3-dcd.byteimg.com/img/motor-mis-img/0e16b77226dca6112ea3d2b8e2e7d9d5~tplv-resize:640:0.png,8114,"[13.74, 16.8]",一汽奥迪,371,小型SUV,汽油,2023.08,3年或10万公里
领克,领克01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/770e8d9d7e3e429aa14a8326b269cb48~tplv-resize:640:0.png,7953,"[14.28, 18.38]",领克,372,紧凑型SUV,汽油,2024.04,4年或10万公里
比亚迪,秦EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ac93e7cc8077494d9d2661b460489444~tplv-resize:640:0.png,7909,"[15.58, 16.98]",比亚迪,373,紧凑型车,纯电动,2024.07,6年或60万公里
红旗,红旗H9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/61e688fa3f8d43c0a0737e8a40789591~tplv-resize:640:0.png,7763,"[23.28, 44.28]",一汽红旗,374,中大型车,48V轻混系统,2024.04,4年或10万公里
名爵,MG4 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,7752,"[10.98, 17.98]",上汽集团,375,紧凑型车,纯电动,2023.09,3年或10万公里
广汽传祺,影酷,https://p9-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,7613,"[9.98, 13.98]",广汽传祺,376,紧凑型SUV,汽油,2022.09,3年或10万公里
广汽传祺,传祺ES9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/da5b16db509a49dbb1531f0bb7f3708b~tplv-resize:640:0.png,7578,"[22.98, 26.98]",广汽传祺,377,中大型SUV,插电式混合动力,2024.06,5年或15万公里
起亚,奕跑,https://p3-dcd.byteimg.com/img/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,7500,"[4.78, 6.38]",起亚,378,小型SUV,汽油,2021.06,3年或10万公里
方程豹,豹8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/061354d7f68f4fca9d7185b9ad90e5ff~tplv-resize:640:0.png,7475,"[37.98, 40.78]",方程豹,379,中大型SUV,插电式混合动力,2024.11,6年或15万公里
宝骏,宝骏云海EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/82716a5e83104df8952036e670ead0f1~tplv-resize:640:0.png,7453,"[12.38, 13.38]",上汽通用五菱,380,紧凑型SUV,纯电动,2024.09,6年或15万公里
长安,长安UNI-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/09a8092ecee34808ae45128f9d2adb1e~tplv-resize:640:0.png,7449,"[9.99, 12.99]",长安汽车,381,紧凑型SUV,汽油,2023.07,3年或10万公里
仰望,仰望U8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ab6732babb34e30b5e63c41a3eb5b08~tplv-resize:640:0.png,7366,"[109.8, 109.8]",仰望,382,大型SUV,增程式,2024.04,6年或15万公里
马自达,马自达CX-50行也,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c72505bf55764e22bd2930275a9c56f9~tplv-resize:640:0.png,7337,"[14.48, 22.48]",长安马自达,383,紧凑型SUV,汽油,2024.03,3年或10万公里
奔驰,奔驰EQE SUV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e2768cd290e9464394d62059c6f7e2a0~tplv-resize:640:0.png,7321,"[37.6, 52.06]",北京奔驰,384,中大型SUV,纯电动,2024.04,3年不限公里
哈弗,哈弗H5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe308dc65e0c4b218cd26a55fc3b8728~tplv-resize:640:0.png,7305,"[11.98, 15.48]",长城汽车,385,大型SUV,汽油,2024.03,3年或10万公里
大众,ID.7 VIZZION,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/859be7d4194f4371b503e6c3f64c068e~tplv-resize:640:0.png,7302,"[19.77, 23.27]",一汽-大众,386,中型车,纯电动,2023.12,3年或10万公里
奇瑞,瑞虎8L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2d834b105a0b46e8a815442a462d280c~tplv-resize:640:0.png,7249,"[11.49, 15.99]",奇瑞汽车,387,中型SUV,汽油,2024.08,3年或10万公里
蔚来,蔚来ET7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/044f2a2afda542c68162110525721908~tplv-resize:640:0.png,7244,"[42.8, 51.6]",蔚来,388,中大型车,纯电动,2024.04,3年或12万公里
奔驰,奔驰GLA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e7b3c594dd59465fa7a66c057a5901ed~tplv-resize:640:0.png,7180,"[20.99, 25.69]",北京奔驰,389,紧凑型SUV,48V轻混系统,2024.07,3年不限公里
沃尔沃,沃尔沃XC40,https://p9-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,6997,"[18.5, 26.5]",沃尔沃亚太,390,紧凑型SUV,48V轻混系统,2024.09,3年不限公里
沃尔沃,沃尔沃XC60 PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,6938,"[39.09, 46.39]",沃尔沃亚太,391,中型SUV,插电式混合动力,2024.07,3年不限公里
哪吒汽车,哪吒AYA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/181eb1cb372d46b292dc0c4da1a252a3~tplv-resize:640:0.png,6921,"[6.58, 8.08]",合众汽车,392,小型SUV,纯电动,2023.08,3年或12万公里
长安,锐程PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6de734d6685c494daee1c10272206263~tplv-resize:640:0.png,6886,"[8.49, 10.79]",长安汽车,393,紧凑型车,汽油,2024.05,3年或10万公里
东风风行,风行S50 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/7dc51c86c5c6d2541cadc95dcf4aa5d0~tplv-resize:640:0.png,6864,"[14.69, 16.99]",东风风行,394,紧凑型车,纯电动,2023.08,8年或16万公里
奥迪,奥迪Q5L Sportback,https://p3-dcd.byteimg.com/img/motor-mis-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,6863,"[28, 31.41]",一汽奥迪,395,中型SUV,汽油,2023.10,3年或10万公里
斯柯达,速派,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/311d2486ecbd401881dad84af2f75e6b~tplv-resize:640:0.png,6800,"[10.99, 12.99]",上汽大众斯柯达,396,中型车,汽油,2024.10,3年或10万公里
捷途,捷途山海L6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/efd6705a1f264d9b882cdf3da41985e1~tplv-resize:640:0.png,6709,"[11.89, 13.99]",奇瑞汽车,397,紧凑型SUV,插电式混合动力,2024.08,4年或10万公里
昊铂,昊铂GT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9e69c314c8674619b07ab21da1c9f31b~tplv-resize:640:0.png,6689,"[17.09, 18.69]",广汽埃安新能源,398,中大型车,纯电动,2024.11,6年或15万公里
大运,远志M1,https://p9-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,6506,"[17.48, 31.88]",大运汽车,399,中型MPV,纯电动,2024.05,3年或12万公里
大众,途铠,https://p3-dcd.byteimg.com/img/motor-mis-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,6484,"[8.88, 14.69]",上汽大众,400,小型SUV,汽油,2023.05,3年或10万公里
红旗,红旗HS3 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4ac79629b32043a68862a13bc2bba81b~tplv-resize:640:0.png,6436,"[13.98, 13.98]",一汽红旗,401,紧凑型SUV,插电式混合动力,2024.09,4年或10万公里
领克,领克Z10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a4f37175a6984ab694dd1c61719667b3~tplv-resize:640:0.png,6412,"[18.68, 28.28]",领克,402,中大型车,纯电动,2024.12,5年或10万公里
北京,北京BJ60,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0087942025b04295b04efa7c84472d8b~tplv-resize:640:0.png,6351,"[20.98, 25.58]",北京汽车,403,中大型SUV,48V轻混系统,2023.09,5年或15万公里
宝马,宝马i5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9a9c290fd784419d9ad02df950aee922~tplv-resize:640:0.png,6346,"[35.29, 45.29]",华晨宝马,404,中大型车,纯电动,2024.11,3年或10万公里
创维汽车,创维HT-i,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1f797a0102ab4d71ad0d47e960463d35~tplv-resize:640:0.png,6299,"[12.58, 31.68]",创维汽车,405,中型SUV,插电式混合动力,2024.12,5年或15万公里
宝骏,悦也Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a328bf67b5d04e408c86069c85668e73~tplv-resize:640:0.png,6262,"[9.38, 10.38]",上汽通用五菱,406,小型SUV,纯电动,2024.11,4年或15万公里
启辰,启辰大V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,6196,"[8.38, 11.28]",东风日产,407,紧凑型SUV,汽油,2023.09,3年或10万公里
长安,长安UNI-Z,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/198c084d691544a78a83359b77ab78b1~tplv-resize:640:0.png,6113,"[9.19, 11.19]",长安汽车,408,紧凑型SUV,汽油,2024.08,3年或10万公里
大众,帕萨特PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png,6096,"[16.32, 17.21]",上汽大众,409,中型车,插电式混合动力,2022.09,3年或10万公里
奥迪,奥迪Q5 e-tron,https://p9-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,6002,"[25.35, 34.55]",上汽奥迪,410,中大型SUV,纯电动,2024.05,3年或10万公里
大众,探岳X,https://p3-dcd.byteimg.com/img/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,5927,"[18.59, 21.59]",一汽-大众,411,中型SUV,汽油,2023.03,3年或10万公里
东风风行,风行星海V9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe4bf78eb9a443228981a116995fb7b6~tplv-resize:640:0.png,5898,"[19.99, 27.99]",东风风行,412,中大型MPV,插电式混合动力,2024.06,8年或16万公里
长安,长安UNI-V 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2795607979c740fa8e2e985fb2dc1a88~tplv-resize:640:0.png,5866,"[10.79, 11.99]",长安汽车,413,紧凑型车,插电式混合动力,2024.04,3年或12万公里
五菱汽车,凯捷Victory,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5564c09fd91040f0984815b9669d6763~tplv-resize:640:0.png,5766,"[8.38, 11.58]",上汽通用五菱,414,紧凑型MPV,汽油,2023.11,3年或10万公里
起亚,起亚EV5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,5716,"[14.98, 25.58]",起亚,415,紧凑型SUV,纯电动,2024.11,5年或10万公里
荣威,荣威D5X DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5f76e3a9f0684a529d8a128efb9bb365~tplv-resize:640:0.png,5647,"[11.98, 13.68]",上汽集团,416,紧凑型SUV,插电式混合动力,2024.05,6年或15万公里
红旗,红旗EH7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a29edc0990d74bc7bdc48e42eaf86204~tplv-resize:640:0.png,5633,"[19.68, 28.18]",一汽红旗,417,中大型车,纯电动,2024.08,4年或10万公里
魏牌,高山,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e103bde0f6544d958a6284658161c38f~tplv-resize:640:0.png,5633,"[26.58, 33.58]",长城汽车,418,中大型MPV,插电式混合动力,2023.10,6年或15万公里
创维汽车,创维EV6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ad946cfb7300451192fd711f0af4ded0~tplv-resize:640:0.png,5546,"[13.98, 32.98]",创维汽车,419,中型SUV,纯电动,2024.12,5年或15万公里
江铃集团新能源,易至EV3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,5525,"[5.28, 6.68]",江铃集团新能源,420,微型车,纯电动,2025.01,3年或6万公里
岚图,岚图追光 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f403f07775ae4a8f8f23694d07236baa~tplv-resize:640:0.png,5510,"[24.28, 26.78]",岚图汽车,421,中大型车,插电式混合动力,2023.12,5年或10万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,5414,"[19.29, 20.79]",一汽-大众,422,中型车,插电式混合动力,2021.12,3年或10万公里
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70d75609d002435288ede2ed9149f248~tplv-resize:640:0.png,5300,"[37.16, 50.16]",上汽奥迪,423,中大型SUV,汽油,2024.01,3年或10万公里
凯翼,凯翼昆仑iHD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b23daeb884224c29bfd6c1c82ba6db1e~tplv-resize:640:0.png,5198,"[10.99, 17.99]",凯翼汽车,424,中型SUV,插电式混合动力,2024.08,4年或10万公里
丰田,广汽丰田铂智4X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f25ce1a1536a400d801b652ca91366ba~tplv-resize:640:0.png,5191,"[15.48, 22.88]",广汽丰田,425,中型SUV,纯电动,2024.11,3年或10万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,5182,"[14.98, 15.98]",睿蓝汽车,426,紧凑型车,纯电动,2022.02,1年或15万公里
奇瑞,风云T10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e11d68e3ace14875812b0566899c6142~tplv-resize:640:0.png,5159,"[17.99, 21.99]",奇瑞汽车,427,中大型SUV,插电式混合动力,2024.07,3年或10万公里
东风富康,e爱丽舍,https://p3-dcd.byteimg.com/img/motor-mis-img/9ceefa4a99be7a2c74240137c1d04568~tplv-resize:640:0.png,5039,"[12.98, 13.98]",神龙汽车,428,紧凑型车,纯电动,2021.03,3年或12万公里
奇瑞,瑞虎9 C-DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3e9142d28df645998cb03be033cf4c4a~tplv-resize:640:0.png,5019,"[15.99, 16.99]",奇瑞汽车,429,中型SUV,插电式混合动力,2024.09,3年或10万公里
本田,凌派,https://p3-dcd.byteimg.com/img/motor-mis-img/0177f23b0d8ce46f98fdd1a0c442f875~tplv-resize:640:0.png,4982,"[7.98, 12.98]",广汽本田,430,紧凑型车,汽油,2023.05,3年或10万公里
腾势,腾势D9 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,4862,"[34.98, 46.98]",腾势汽车,431,中大型MPV,纯电动,2024.12,6年或15万公里
极石汽车,极石01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e67441b6c5234d90aba5de4e0f2565cc~tplv-resize:640:0.png,4827,"[29.99, 35.99]",北京汽车制造厂,432,中大型SUV,增程式,2024.08,5年或10万公里
吉利汽车,星瑞L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/00919a7f53f64b5a8458267e3ced78f9~tplv-resize:640:0.png,4737,"[11.97, 13.97]",吉利汽车,433,紧凑型车,油电混合,2023.12,5年或15万公里
小鹏汽车,小鹏P5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a638941d454742058547308ebfab52d2~tplv-resize:640:0.png,4730,"[13.69, 15.49]",小鹏汽车,434,紧凑型车,纯电动,2023.09,4年或10万公里
哈弗,哈弗枭龙MAX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/94de8037fafe42d78886694b51b82c12~tplv-resize:640:0.png,4662,"[13.28, 15.28]",长城汽车,435,中型SUV,插电式混合动力,2023.05,6年或15万公里
丰田,凌尚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f15180c190324d66b0dfaab36fa6533f~tplv-resize:640:0.png,4636,"[10.18, 13.18]",广汽丰田,436,紧凑型车,汽油,2024.07,3年或10万公里
斯柯达,柯米克GT,https://p9-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,4615,"[9.99, 9.99]",上汽大众斯柯达,437,小型SUV,汽油,2024.09,3年或10万公里
丰田,丰田C-HR,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,4608,"[11.28, 15.28]",广汽丰田,438,小型SUV,汽油,2023.03,3年或10万公里
红旗,红旗HS7 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/72321b4c6f274cc8b36d56871edffad2~tplv-resize:640:0.png,4597,"[26.28, 29.28]",一汽红旗,439,中大型SUV,插电式混合动力,2024.08,4年或10万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,4581,"[11.48, 12.38]",一汽奔腾,440,紧凑型SUV,汽油,2022.12,3年或10万公里
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,4525,"[9.49, 11.49]",北京汽车,441,紧凑型SUV,汽油,2024.03,5年或10万公里
雪铁龙,天逸 C5 AIRCROSS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c93b0bba962f40328e628f302b03c6d6~tplv-resize:640:0.png,4510,"[13.27, 17.77]",东风雪铁龙,442,紧凑型SUV,汽油,2024.07,5年或15万公里
睿蓝汽车,睿蓝7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/34076f95094b48af8c6835540dd8227d~tplv-resize:640:0.png,4493,"[11.57, 17.37]",睿蓝汽车,443,紧凑型SUV,纯电动,2024.10,6年或15万公里
本田,本田CR-V PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,4473,"[19.49, 23.89]",东风本田,444,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
凯迪拉克,凯迪拉克XT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c4191721fc3452e84f8e19595c9462f~tplv-resize:640:0.png,4446,"[31.27, 42.97]",上汽通用凯迪拉克,445,中大型SUV,48V轻混系统,2024.11,3年不限公里
北京汽车,魔方,https://p3-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,4313,"[8.49, 11.69]",北京汽车,446,紧凑型SUV,汽油,2024.03,5年或10万公里
东风风光,风光ix5,https://p9-dcd.byteimg.com/img/motor-mis-img/9519498106439cdc90e3620b34127cfb~tplv-resize:640:0.png,4298,"[9.98, 16.59]",东风小康,447,中型SUV,汽油,2022.05,7年或15万公里
大众,ID.6 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,4281,"[19.69, 27.49]",一汽-大众,448,中大型SUV,纯电动,2023.09,3年或10万公里
212,212 T01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c49ad843aa4c40c9b6b8526138fa358f~tplv-resize:640:0.png,4262,"[13.99, 18.88]",二一二越野车,449,紧凑型SUV,汽油,2024.08,3年或6万公里
远航汽车,远航Y6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5a90fd829584198b01a22b25cc5d70a~tplv-resize:640:0.png,4250,"[26.98, 33.98]",远航汽车,450,大型车,纯电动,2024.04,6年或16万公里
比亚迪,元Pro,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/75aceda12312482a844f17861bbac469~tplv-resize:640:0.png,4235,"[7.98, 9.78]",比亚迪,451,小型SUV,纯电动,2023.05,6年或15万公里
享界,享界S9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a4aa6010a2c24aa995aa79d02ddf3a8f~tplv-resize:640:0.png,4230,"[39.98, 44.98]",北汽新能源,452,中大型车,纯电动,2024.08,4年或10万公里
星途,星纪元 ES,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/50bd05addd5142b4a85fc5d37c87dfce~tplv-resize:640:0.png,4220,"[19.59, 29.99]",星途,453,中大型车,纯电动,2024.08,4年或12万公里
飞凡汽车,飞凡R7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0411511da1c7449094e840d419972f01~tplv-resize:640:0.png,4183,"[18.99, 22.99]",飞凡汽车,454,中大型SUV,纯电动,2023.11,5年或12万公里
极越,极越07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5fb18bee9b7143e28ae2e82f13d12e75~tplv-resize:640:0.png,4013,"[20.99, 29.99]",极越,455,中大型车,纯电动,2024.09,4年或10万公里
SWM斯威汽车,斯威G01,https://p3-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,3910,"[26.98, 26.98]",SWM斯威汽车,456,紧凑型SUV,汽油,2022.09,3年或6万公里
上汽大通MAXUS,大通G10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9cb8a3e47412485ab01e1ea06ab6af34~tplv-resize:640:0.png,3906,"[10.5, 18.48]",上汽大通,457,中大型MPV,汽油,2024.08,3年或6万公里
凯迪拉克,凯迪拉克CT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,3865,"[27.97, 38.97]",上汽通用凯迪拉克,458,中大型车,汽油,2023.05,3年不限公里
林肯,飞行家,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0103d63d86aa4579be5950db34e660f4~tplv-resize:640:0.png,3828,"[44.08, 70.38]",长安林肯,459,中大型SUV,汽油,2024.08,5年或14万公里
吉利汽车,帝豪L HiP,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5444faecb0bf45299f276c539cd2dbb6~tplv-resize:640:0.png,3814,"[8.88, 12.88]",吉利汽车,460,紧凑型车,插电式混合动力,2024.02,6年或15万公里
奥迪,奥迪Q3 Sportback,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,3756,"[19.03, 22.17]",一汽奥迪,461,紧凑型SUV,汽油,2023.08,3年或10万公里
长安欧尚,奔奔E-Star,https://p3-dcd.byteimg.com/img/motor-mis-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,3749,"[6.79, 6.79]",长安汽车,462,微型车,纯电动,2023.05,3年或12万公里
凯翼,凯翼昆仑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e9b4807525e49c98142a0af0b91b878~tplv-resize:640:0.png,3681,"[9.99, 15.99]",凯翼汽车,463,中型SUV,汽油,2024.06,4年或10万公里
奔驰,奔驰EQB,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8012d7317f14457fae5936630f6c83e2~tplv-resize:640:0.png,3645,"[24.2, 31.8]",北京奔驰,464,紧凑型SUV,纯电动,2024.08,3年不限公里
福特,领裕,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,3622,"[15.38, 20.18]",江铃福特,465,中大型SUV,汽油,2023.02,3年或10万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,3580,"[15.28, 15.78]",奇瑞新能源,466,紧凑型车,纯电动,2023.08,1年或10万公里
